"id","ODK","QTR","DRIVE","O_SCORE","OPP_SCORE","DN","DIST","YARD_LN","SIDE","HASH","OFF_FORM","PERSONNEL","DEF_FORM","PLAY_TYPE","RESULT","GN_LS","OLINE","OFF_PLAY","COVERAGE","BLITZ","FRONT","DEF_PLAY"
1,"O",1,1,0,0,1,10,20,"-","M","RIP",10,"'3-4","RUN","RUSH",0,"50 FERRARI L","BIG","0","S","OKIE",""
